id,organisation_name,channel_name,address,block_number,street_name,building_name,postcode,latitude,longitude,operating_hours,contact,website,categories_accepted,type,remarks,channel_of_reuse,
289,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Marine Parade Central,"86 Marine Parade Central, #02-101/102, Singapore 440086",86,Marine Parade Central,"86 Marine Parade Central, #02-101/102",440086,1.30173721675884,103.906754510468,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
290,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 6 Marine Parade Central,"6 Marine Parade Central, Singapore 449411",6,Marine Parade Central,6 Marine Parade Central,449411,1.30133746499887,103.907177215042,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
291,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Parkway Parade,"80 Marine Parade Rd, Parkway Parade, #03-28, Cashier Area, Singapore 449269",80,Marine Parade Rd,"Parkway Parade, #03-28, Cashier Area",449269,1.30106068019409,103.905339493587,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
292,ALBA E-waste Smart Recycling Pte Ltd,Marine Parade CC,"278 Marine Parade Road, Marine Parade CC, Main Entrance, Singapore 449282",278,Marine Parade Road,"Marine Parade CC, Main Entrance",449282,1.30487639012833,103.909640247727,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
293,ALBA E-waste Smart Recycling Pte Ltd,M1 @ Parkway Parade,"80 Marine Parade Road, Parkway Parade, #02-24, Singapore 449269",80,Marine Parade Road,"Parkway Parade, #02-24",449269,1.30106068019409,103.905339493587,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
294,ALBA E-waste Smart Recycling Pte Ltd,Harvey Norman @ Parkway Parade,"80 Marine Parade Road, Parkway Parade, #02-34, In-Store, Singapore 449269",80,Marine Parade Road,"Parkway Parade, #02-34, In-Store",449269,1.30106068019409,103.905339493587,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
295,ALBA E-waste Smart Recycling Pte Ltd,Best Denki @ Parkway Parade,"80 Marine Parade Road, Parkway Parade, #03-29, In-Store, Singapore 449269",80,Marine Parade Road,"Parkway Parade, #03-29, In-Store",449269,1.30106068019409,103.905339493587,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
296,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Parkway Parade,"80 Marine Parade Road, #B1-84, Singapore 449269",80,Marine Parade Road,"Parkway Parade, #B1-84",449269,1.30106068019409,103.905339493587,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
297,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Parkway Parade,"80 Marine Parade Road, Parkway Parade, #B-70/71, Singapore 449269",80,Marine Parade Road,"Parkway Parade, #B-70/71",449269,1.30106068019409,103.905339493587,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
298,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Harbourfront Centre,"1 Maritime Square, #01-47, Singapore 99254",1,Maritime Square,"1 Maritime Square, #01-47",99254,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
299,ALBA E-waste Smart Recycling Pte Ltd,Harbourfront Centre,"1 Maritime Square, Loading Bay, Singapore 99253",1,Maritime Square,"Harbourfront Centre, Loading Bay",99253,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
300,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ Marsiling Drive 202,"202 Marsiling Drive, #01-138 , Singapore 730202",202,Marsiling Drive,"202 Marsiling Drive, #01-138",730202,1.44315121142693,103.775164777049,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
301,ALBA E-waste Smart Recycling Pte Ltd,The URA Centre,"45 Maxwell Rd, Singapore 69118",45,Maxwell Rd,The URA Centre,69118,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
302,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 108 Mcnair,"108 Mcnair Rd, #01-295, Singapore 321108",108,Mcnair Rd,"108 Mcnair Rd, #01-295",321108,1.32161903831690,103.859382719506,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
303,ALBA E-waste Smart Recycling Pte Ltd,M1 @ Bugis Junction,"80 Middle Road, Bugis Junction, #01-81, Singapore 188966",80,Middle Road,"Bugis Junction, #01-81",188966,1.29846963655747,103.854867037150,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
304,ALBA E-waste Smart Recycling Pte Ltd,Marymount CC,"Sin Ming Ave, Main Lobby, Singapore 575738",SIN,Ming Ave,"Marymount CC, Main Lobby",575738,1.36213757156174,103.841286168850,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
305,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Ang Mo Kio Hub,"Ang Mo Kio Avenue 3, Ang Moh Kio Hub, #B1-58, Outlet Entrance, Singapore 569933",ANG,Mo Kio Avenue 3,"Ang Moh Kio Hub, #B1-58, Outlet Entrance",569933,1.36923627630004,103.848722224473,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
306,ALBA E-waste Smart Recycling Pte Ltd,"Nanyang Polytechnic, Block E (North Canteen)","Ang Mo Kio Avenue 8, Nanyang Polytechnic, Block E (North Canteen), Singapore 569830",ANG,Mo Kio Avenue 8,"Nanyang Polytechnic, Block E (North Canteen)",569830,1.38034089934688,103.848083337667,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
307,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ ITE College Central,"2 Ang Mo Kio Drive, #A1-12, Atrium Level, Singapore 567720",ANG,Mo Kio Drive,"ITE College Central , #A1-12, Atrium Level",567720,1.37789204897273,103.856411982029,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
308,ALBA E-waste Smart Recycling Pte Ltd,Nanyang Technological University North Spine Plaza,"76 Nanyang Drive, Spiral Staircase Near Lecture Theatre 1A, Singapore 637331",76,Nanyang Drive,Spiral Staircase Near Lecture Theatre 1A,637331,1.34713048855579,103.680033789538,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
309,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Chinatown Point,"133 New Bridge Rd, Chinatown Point, #B1-01, Singapore 59413",133,New Bridge Rd,"Chinatown Point, #B1-01",59413,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
310,ALBA E-waste Smart Recycling Pte Ltd,Chinatown Point,"133 New Bridge Road, #06-01, Singapore 59413",133,New Bridge Road,"133 New Bridge Road, #06-01",59413,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
